150.0,150.0,150.0,150.0,150.0,1,0
150.0,150.0,150.0,150.0,150.0,4,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,-3,0
150.0,150.0,150.0,150.0,150.0,-3,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,-2,0
149.06846764324962,150.0,150.0,150.0,150.0,0,0
133.0681892199178,150.0,150.0,150.0,150.0,5,0
150.0,122.34702018296088,109.81322372869471,140.04260395150638,150.0,2,0
150.0,125.2721464201825,82.02755532438408,79.92938913435664,112.91729764076928,0,0
150.0,68.00493177858546,44.83419635697667,43.744371916967104,61.554338031257565,-1,1
150.0,150.0,150.0,150.0,150.0,2,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,140.17729704667912,129.73765985873774,150.0,150.0,0,0
150.0,96.14927665561437,89.03333238328035,117.69713403498072,150.0,-2,0
62.391566924921776,51.85720665209947,60.59854822898954,150.0,150.0,-4,1
34.972553269225585,48.32607974029962,150.0,150.0,150.0,0,1
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,-2,0
150.0,150.0,150.0,150.0,150.0,-2,0
150.0,150.0,150.0,150.0,150.0,-1,0
150.0,150.0,150.0,150.0,150.0,-1,0
150.0,126.31841525161563,138.4650925628472,150.0,150.0,-2,0
99.88207373065647,98.69971465715504,142.4330279612194,150.0,150.0,-3,0
85.80121860445685,122.39276172586729,150.0,150.0,150.0,-2,0
100.05942052772109,113.84479961901877,150.0,150.0,150.0,0,0
81.88976890549726,93.04033923944455,150.0,150.0,142.63860871036064,0,0
63.028829365020236,71.55195728171115,131.8398943398235,150.0,150.0,0,0
43.92158753560464,49.78298228332795,91.37708749169806,150.0,150.0,-1,1
150.0,143.32901913276484,150.0,150.0,150.0,-3,0
150.0,150.0,150.0,150.0,102.80388769188745,-4,0
150.0,150.0,110.10522457109957,67.49425787830937,53.3488393152031,-3,1
150.0,150.0,150.0,150.0,150.0,-2,1
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,-3,0
150.0,150.0,150.0,150.0,128.5784663379621,0,0
150.0,150.0,150.0,150.0,132.28844156730327,3,0
150.0,150.0,150.0,150.0,150.0,1,0
141.04683248598337,150.0,150.0,150.0,150.0,0,0
135.87612853074202,150.0,150.0,150.0,150.0,0,0
130.56392353889746,150.0,150.0,150.0,150.0,0,0
125.20565379160693,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,-1,0
